40.0	36.0	26.0
135.0	139.0	139.0
186.0	189.0	183.0
143.0	133.0	125.0
152.0	150.0	148.0
91.0	86.0	71.0
136.0	130.0	122.0
151.0	143.0	136.0
109.0	103.0	90.0
104.0	98.0	85.0
63.0	64.0	50.0
129.0	117.0	105.0
184.0	181.0	174.0
136.0	120.0	106.0
86.0	84.0	87.0
91.0	93.0	98.0
85.0	85.0	94.0
101.0	90.0	76.0
32.0	32.0	25.0
88.0	82.0	86.0
85.0	81.0	81.0
72.0	69.0	60.0
98.0	93.0	83.0
67.0	64.0	49.0
169.0	155.0	152.0
14.0	19.0	8.0
62.0	59.0	56.0
66.0	62.0	50.0
129.0	115.0	131.0
93.0	92.0	100.0
115.0	107.0	90.0
91.0	85.0	72.0
86.0	79.0	87.0
34.0	34.0	28.0
157.0	150.0	146.0
137.0	130.0	119.0
151.0	135.0	129.0
87.0	82.0	77.0
132.0	116.0	102.0
82.0	82.0	94.0
68.0	63.0	53.0
43.0	45.0	35.0
88.0	80.0	73.0
101.0	101.0	120.0
64.0	60.0	48.0
111.0	97.0	100.0
57.0	61.0	72.0
71.0	75.0	82.0
29.0	32.0	29.0
88.0	87.0	83.0
67.0	67.0	56.0
74.0	76.0	69.0
78.0	80.0	79.0
50.0	53.0	55.0
47.0	53.0	39.0
88.0	89.0	94.0
91.0	84.0	81.0
78.0	73.0	57.0
48.0	52.0	39.0
73.0	75.0	68.0
68.0	67.0	73.0
19.0	24.0	16.0
97.0	92.0	94.0
37.0	36.0	32.0
84.0	87.0	91.0
38.0	40.0	32.0
68.0	71.0	68.0
19.0	24.0	15.0
69.0	74.0	74.0
23.0	29.0	21.0
14.0	18.0	12.0
73.0	82.0	92.0
25.0	29.0	20.0
28.0	33.0	26.0
53.0	58.0	57.0
80.0	83.0	86.0
155.0	149.0	148.0
66.0	68.0	64.0
90.0	84.0	76.0
117.0	108.0	112.0
49.0	51.0	49.0
41.0	42.0	33.0
49.0	54.0	58.0
95.0	77.0	75.0
34.0	34.0	27.0
111.0	92.0	80.0
83.0	77.0	85.0
101.0	89.0	90.0
52.0	48.0	34.0
90.0	84.0	74.0
65.0	57.0	43.0
112.0	77.0	82.0
98.0	88.0	79.0
59.0	57.0	64.0
65.0	66.0	79.0
92.0	83.0	71.0
72.0	63.0	52.0
76.0	75.0	62.0
135.0	129.0	145.0
145.0	126.0	125.0
85.0	81.0	96.0
88.0	79.0	85.0
46.0	40.0	34.0
74.0	78.0	79.0
120.0	113.0	117.0
63.0	64.0	55.0
26.0	27.0	19.0
58.0	47.0	44.0
117.0	118.0	130.0
23.0	25.0	21.0
22.0	26.0	16.0
75.0	81.0	89.0
49.0	50.0	44.0
84.0	85.0	88.0
101.0	94.0	94.0
77.0	81.0	82.0
55.0	53.0	41.0
28.0	30.0	19.0
51.0	58.0	59.0
56.0	63.0	67.0
79.0	79.0	79.0
89.0	93.0	103.0
28.0	29.0	21.0
50.0	56.0	63.0
53.0	55.0	50.0
54.0	58.0	60.0
41.0	42.0	33.0
72.0	72.0	81.0
54.0	52.0	45.0
20.0	24.0	17.0
36.0	39.0	35.0
99.0	99.0	100.0
67.0	70.0	72.0
87.0	92.0	93.0
27.0	31.0	24.0
42.0	47.0	46.0
21.0	24.0	18.0
58.0	64.0	72.0
42.0	49.0	46.0
36.0	36.0	29.0
29.0	28.0	20.0
91.0	93.0	101.0
58.0	54.0	44.0
93.0	99.0	103.0
16.0	21.0	14.0
51.0	55.0	58.0
58.0	58.0	51.0
57.0	61.0	68.0
79.0	85.0	88.0
23.0	25.0	17.0
24.0	28.0	24.0
127.0	124.0	124.0
61.0	60.0	53.0
73.0	79.0	85.0
77.0	75.0	73.0
89.0	86.0	103.0
89.0	92.0	91.0
78.0	73.0	69.0
77.0	78.0	81.0
35.0	36.0	31.0
60.0	61.0	54.0
23.0	25.0	18.0
46.0	48.0	39.0
39.0	41.0	31.0
49.0	53.0	53.0
72.0	74.0	79.0
83.0	82.0	80.0
55.0	61.0	57.0
165.0	153.0	138.0
80.0	74.0	63.0
185.0	185.0	177.0
97.0	87.0	68.0
104.0	91.0	68.0
95.0	86.0	67.0
162.0	156.0	150.0
126.0	127.0	117.0
78.0	78.0	60.0
158.0	155.0	143.0
137.0	141.0	132.0
109.0	99.0	76.0
90.0	89.0	84.0
48.0	46.0	37.0
62.0	62.0	55.0
131.0	118.0	92.0
158.0	139.0	110.0
137.0	116.0	99.0
112.0	106.0	110.0
110.0	98.0	91.0
109.0	103.0	92.0
79.0	69.0	55.0
172.0	166.0	156.0
132.0	120.0	104.0
117.0	110.0	100.0
134.0	128.0	126.0
108.0	107.0	103.0
62.0	59.0	48.0
107.0	95.0	82.0
83.0	70.0	62.0
87.0	70.0	63.0
154.0	144.0	137.0
114.0	105.0	94.0
159.0	145.0	138.0
81.0	78.0	85.0
48.0	49.0	48.0
143.0	128.0	129.0
15.0	19.0	10.0
88.0	79.0	76.0
136.0	132.0	130.0
132.0	125.0	120.0
101.0	91.0	74.0
51.0	49.0	33.0
45.0	44.0	37.0
112.0	114.0	115.0
85.0	84.0	72.0
81.0	78.0	62.0
135.0	122.0	108.0
101.0	101.0	84.0
164.0	165.0	156.0
110.0	97.0	81.0
171.0	164.0	151.0
113.0	98.0	76.0
129.0	119.0	105.0
152.0	146.0	130.0
128.0	123.0	112.0
